user_name,date,game_mode,kills,damage,survival_time_seconds,rescue,distance_traveled,skill_uses,preferred_skill,preferred_weapon_1,preferred_weapon_2,arsenal,accuracy,head_shot,earned_rank_xp,earned_xp,high_tier,win_loss,final_position,total_groups,relative_position
soniacuro,2024-04-28,Squad,1,325,442.0,0,2925,2,Clown,AK47,Sniper Tundra,0,0.158,1.0,-9,5648,1,0,15,25,60.0
soniacuro,2024-04-28,Squad,2,644,529.0,0,2518,1,Clown,AK47,Sniper Tundra,0,0.21600000000000003,0.0,-7,5714,0,0,14,25,56.00000000000001
soniacuro,2024-04-28,Squad,1,781,1081.0,0,5761,7,Clown,AK47,Sniper Tundra,1,0.151,0.0,73,7033,1,0,2,25,8.0
soniacuro,2024-04-28,Squad,3,886,1111.0,1,4557,5,Clown,AK47,Sniper Tundra,1,0.08900000000000001,0.667,62,7041,0,1,1,25,4.0
soniacuro,2024-04-28,Squad,10,1986,1136.0,2,4348,7,Clown,AK47,Sniper Tundra,1,0.27699999999999997,0.1,95,6023,1,1,1,27,3.7037037037037033
cesarabreu,2024-04-23,Squad,1,350,831.0,0,3940,1,Scout,AK117,Sniper DLQ,1,1.0,0.0,43,4765,0,0,5,25,20.0
cesarabreu,2024-04-23,Squad,2,686,263.0,2,2052,2,Scout,AK117,Sniper DLQ,0,0.36,0.0,0,2141,1,0,20,26,76.92307692307693
cesarabreu,2024-04-23,Squad,1,471,1099.0,2,4308,3,Scout,AK117,Sniper DLQ,0,0.429,1.0,73,6066,0,0,2,25,8.0
cesarabreu,2024-04-23,Squad,2,631,1144.0,0,4043,3,Scout,AK117,Sniper DLQ,0,0.542,0.0,51,6023,0,0,3,27,11.11111111111111
cesarabreu,2024-04-23,Squad,1,173,757.0,1,4004,1,Scout,AK117,Sniper DLQ,0,0.18899999999999997,1.0,5,4232,0,0,10,25,40.0
cesarabreu,2024-04-24,Squad,8,2784,1182.0,0,5750,9,Scout,AK117,Sniper DLQ,1,0.312,0.25,96,6894,1,1,1,26,3.8461538461538463
cesarabreu,2024-04-24,Squad,5,1519,1100.0,0,4503,7,Scout,AK117,Sniper DLQ,1,0.514,0.0,49,6094,0,0,5,26,19.230769230769234
cesarabreu,2024-04-24,Squad,0,535,650.0,0,3208,3,Scout,AK117,Sniper DLQ,0,0.08199999999999999,0.0,-7,3737,0,0,12,25,48.0
cesarabreu,2024-04-24,Squad,2,536,705.0,0,2869,4,Scout,AK117,Sniper DLQ,0,0.098,0.0,19,4278,0,0,9,25,36.0
cesarabreu,2024-04-24,Squad,1,557,177.0,0,1118,1,Scout,AK117,Sniper DLQ,0,0.389,0.0,0,1572,1,0,26,26,100.0
cesarabreu,2024-04-24,Squad,0,404,186.0,0,1946,2,Scout,AK117,Sniper DLQ,0,0.34,0.0,0,1522,1,0,23,25,92.0
cesarabreu,2024-04-24,Squad,1,185,1054.0,0,4235,7,Scout,AK117,Sniper DLQ,0,0.048,0.0,48,5974,0,1,1,25,4.0
cesarabreu,2024-04-24,Squad,0,370,280.0,0,1664,0,Scout,AK117,Sniper DLQ,0,0.163,0.0,0,2035,1,0,20,25,80.0
cesarabreu,2024-04-24,Squad,1,497,1093.0,1,4932,10,Scout,AK117,Sniper DLQ,0,0.098,0.0,69,6039,0,0,2,26,7.6923076923076925
cesarabreu,2024-04-24,Squad,5,1461,1048.0,0,3480,5,Scout,AK117,Sniper DLQ,1,0.225,0.2,74,6041,0,1,1,25,4.0
cesarabreu,2024-04-25,Squad,1,204,892.0,1,3423,4,Scout,AK117,Sniper DLQ,0,0.069,0.0,41,5045,0,0,5,25,20.0
cesarabreu,2024-04-25,Squad,2,1054,1037.0,0,7870,8,Scout,AK117,Sniper DLQ,1,0.307,0.0,53,5552,1,0,4,28,14.285714285714285
cesarabreu,2024-04-27,Squad,1,167,534.0,0,2729,1,Scout,AK117,Sniper DLQ,0,0.17,0.0,-23,6018,0,0,18,27,66.66666666666666
cesarabreu,2024-04-27,Squad,0,0,184.0,0,950,0,Scout,AK117,Sniper DLQ,0,0.0,0.0,-30,2763,1,0,27,27,100.0
cesarabreu,2024-04-27,Squad,6,1712,1151.0,1,5253,11,Scout,AK117,Sniper DLQ,1,0.308,0.16699999999999998,56,12356,1,0,2,27,7.4074074074074066
cesarabreu,2024-04-27,Squad,7,1365,1029.0,0,4740,5,Scout,AK117,Sniper DLQ,1,0.33299999999999996,0.429,74,11709,0,1,1,26,3.8461538461538463
cesarabreu,2024-04-27,Squad,10,3146,1220.0,1,6228,10,Scout,AK117,Sniper DLQ,1,0.23399999999999999,0.2,103,13818,1,1,1,28,3.571428571428571
cesarabreu,2024-04-27,Squad,3,874,732.0,0,2901,4,Scout,AK117,Sniper DLQ,0,0.33299999999999996,0.0,-1,8017,0,0,13,27,48.148148148148145
cesarabreu,2024-04-27,Squad,3,1600,818.0,1,4780,7,Scout,AK117,Sniper DLQ,1,0.447,0.0,37,8929,0,0,6,25,24.0
cesarabreu,2024-04-27,Squad,2,674,827.0,0,3552,4,Scout,AK117,Sniper DLQ,1,0.43799999999999994,0.0,45,8836,0,0,5,26,19.230769230769234
cesarabreu,2024-04-27,Squad,9,3228,1164.0,1,4906,9,Scout,AK117,Sniper DLQ,1,0.212,0.111,103,13492,1,1,1,25,4.0
cesarabreu,2024-04-27,Squad,2,182,1030.0,0,3767,3,Scout,AK117,Sniper DLQ,0,0.204,0.0,92,10793,0,0,5,25,20.0
cesarabreu,2024-04-28,Squad,7,2222,1112.0,1,4720,11,Scout,AK117,Sniper DLQ,1,0.434,0.0,84,12406,1,1,1,27,3.7037037037037033
cesarabreu,2024-04-28,Squad,2,788,1058.0,2,4757,4,Scout,AK117,Sniper DLQ,1,0.265,0.0,34,10777,0,0,5,26,19.230769230769234
cesarabreu,2024-04-28,Squad,9,2689,1161.0,1,5406,10,Scout,AK117,Sniper DLQ,1,0.24100000000000002,0.111,56,13123,1,0,3,25,12.0
cesarabreu,2024-04-28,Squad,6,1765,954.0,1,5511,10,Scout,AK117,Sniper DLQ,1,0.37200000000000005,0.0,22,10826,0,0,7,26,26.923076923076923
cesarabreu,2024-04-28,Squad,2,946,472.0,2,2047,3,Scout,AK117,Sniper DLQ,1,0.408,0.0,-18,5799,0,0,15,26,57.692307692307686
cesarabreu,2024-04-28,Squad,3,2167,1150.0,1,4329,9,Scout,AK117,Sniper DLQ,1,0.262,0.33299999999999996,53,11997,1,0,3,25,12.0
cesarabreu,2024-04-28,Squad,2,1021,431.0,0,2694,3,Scout,AK117,Sniper DLQ,0,0.597,0.0,-33,5447,1,0,18,25,72.0
cesarabreu,2024-04-28,Squad,6,2170,814.0,1,3662,9,Scout,AK117,Sniper DLQ,0,0.263,0.33299999999999996,-6,9429,0,0,11,25,44.0
cesarabreu,2024-04-28,Squad,10,2641,1087.0,0,5895,10,Scout,AK117,Sniper DLQ,1,0.31,0.20199999999999999,86,13002,1,1,1,26,3.8461538461538463
cesarabreu,2024-04-28,Squad,5,1575,1021.0,2,4903,11,Scout,AK117,Sniper DLQ,1,0.446,0.0,37,10970,0,0,5,26,19.230769230769234
cesarabreu,2024-04-29,Squad,1,874,1122.0,0,5895,6,Scout,AK117,Sniper DLQ,1,0.284,0.0,57,11540,0,0,2,28,7.142857142857142
cesarabreu,2024-04-29,Squad,4,829,975.0,0,5033,2,Scout,AK117,Sniper DLQ,1,0.385,0.0,57,5773,0,0,2,27,7.4074074074074066
cesarabreu,2024-04-29,Squad,1,683,671.0,1,4044,3,Scout,AK117,Sniper DLQ,0,0.263,1.0,0,3925,0,0,15,25,60.0
cesarabreu,2024-04-29,Squad,1,300,270.0,0,2137,2,Scout,AK117,Sniper DLQ,0,1.0,0.0,-44,2081,1,0,20,26,76.92307692307693
cesarabreu,2024-04-29,Squad,5,1988,927.0,0,4122,9,Scout,AK117,Sniper DLQ,1,0.1,0.4,25,5574,0,0,5,25,20.0
cesarabreu,2024-04-29,Squad,0,0,1188.0,0,1375,0,Scout,AK117,Sniper DLQ,0,0.0,0.0,2,6384,1,0,2,26,7.6923076923076925
cesarabreu,2024-04-29,Squad,5,1418,638.0,1,3496,5,Scout,AK117,Sniper DLQ,1,0.29,0.0,-18,4142,0,0,14,26,53.84615384615385
cesarabreu,2024-04-29,Squad,0,0,163.0,0,1742,1,Scout,AK117,Sniper DLQ,0,0.0,0.0,-44,1416,1,0,25,25,100.0
cesarabreu,2024-04-29,Squad,0,39,524.0,1,2507,3,Scout,AK117,Sniper DLQ,0,0.444,0.0,-26,3020,0,0,15,27,55.55555555555556
cesarabreu,2024-04-29,Squad,6,1835,1151.0,0,4483,9,Scout,AK117,Sniper DLQ,1,0.51,0.0,44,6472,0,0,2,25,8.0
cesarabreu,2024-04-29,Squad,0,0,177.0,0,1264,1,Scout,AK117,Sniper DLQ,0,0.0,0.0,-45,1416,1,0,25,25,100.0
dayiszc,2024-04-29,Squad,6,1312,1160.0,1,7040,0,Rewind,AK47,Bazzoca FHJ,1,0.42200000000000004,0.0,59,6923,0,1,1,26,3.8461538461538463
dayiszc,2024-04-29,Squad,1,627,368.0,0,1736,0,Rewind,AK47,Bazzoca FHJ,0,0.556,1.0,0,2532,0,0,16,25,64.0
dayiszc,2024-04-29,Squad,2,707,1166.0,0,5041,1,Rewind,AK47,Bazzoca FHJ,1,0.355,0.0,36,6467,0,0,2,26,7.6923076923076925
dayiszc,2024-04-29,Squad,4,1348,984.0,0,6037,1,Rewind,AK47,Bazzoca FHJ,1,0.373,0.0,59,5928,0,1,1,25,4.0
dayiszc,2024-04-29,Duo,3,1148,1179.0,5,5192,5,Rewind,AK47,Bazzoca FHJ,1,0.19,0.33299999999999996,50,6618,0,0,2,50,4.0
dayiszc,2024-04-29,Duo,3,753,475.0,0,2700,0,Rewind,AK47,Bazzoca FHJ,0,0.425,0.0,0,3128,0,0,26,50,52.0
dayiszc,2024-04-29,Duo,9,2198,1095.0,1,3221,0,Rewind,AK47,Bazzoca FHJ,1,0.465,0.0,60,6900,0,1,1,50,2.0
dayiszc,2024-04-29,Squad,2,640,787.0,1,3310,1,Rewind,AK47,Bazzoca FHJ,1,0.449,0.0,-11,4550,0,0,11,26,42.30769230769231
dayiszc,2024-04-29,Squad,2,1180,1074.0,0,5306,0,Rewind,AK47,Bazzoca FHJ,1,0.237,0.0,62,6043,0,0,2,27,7.4074074074074066
dayiszc,2024-04-29,Squad,3,1789,1141.0,0,4089,2,Rewind,AK47,Bazzoca FHJ,1,0.45899999999999996,0.0,34,6375,0,0,4,26,15.384615384615385
dayiszc,2024-04-30,Squad,1,422,1040.0,2,4866,1,Rewind,AK47,Bazzoca FHJ,0,0.11900000000000001,0.0,32,5727,1,0,5,26,19.230769230769234
katherineguti,2024-04-29,Squad,5,1535,1160.0,3,5290,9,Ravager Launcher,AK47,Sniper M21,1,0.429,0.2,60,6831,0,1,1,26,3.8461538461538463
katherineguti,2024-04-29,Squad,1,441,368.0,0,2181,1,Ravager Launcher,AK47,Sniper M21,0,0.324,0.0,0,2513,0,0,16,25,64.0
katherineguti,2024-04-29,Squad,10,3148,1166.0,3,4721,6,Ravager Launcher,AK47,Sniper M21,1,0.259,0.3,46,7203,0,0,2,26,7.6923076923076925
katherineguti,2024-04-29,Squad,6,1370,984.0,1,4849,1,Ravager Launcher,AK47,Sniper M21,1,0.321,0.0,59,6112,0,1,1,25,4.0
katherineguti,2024-04-29,Duo,4,1168,1179.0,0,6076,7,Ravager Launcher,AK47,Sniper M21,1,0.242,25.05,49,6710,0,0,2,50,4.0
katherineguti,2024-04-29,Duo,3,602,475.0,0,2602,0,Ravager Launcher,AK47,Sniper M21,0,0.28600000000000003,0.0,-24,3128,0,0,26,50,52.0
katherineguti,2024-04-29,Duo,4,1946,1095.0,0,3829,3,Ravager Launcher,AK47,Sniper M21,1,0.278,0.25,59,6440,0,1,1,50,2.0
katherineguti,2024-04-29,Squad,2,781,787.0,0,3541,2,Ravager Launcher,AK47,Sniper M21,1,0.327,0.0,-14,4550,0,0,11,26,42.30769230769231
katherineguti,2024-04-29,Squad,4,1161,1074.0,3,4420,4,Ravager Launcher,AK47,Sniper M21,1,0.252,0.0,53,6227,0,0,2,27,7.4074074074074066
katherineguti,2024-04-29,Squad,3,900,1141.0,1,5579,5,Ravager Launcher,AK47,Sniper M21,1,0.25,0.0,41,6375,0,0,4,26,15.384615384615385
katherineguti,2024-04-30,Squad,6,2219,1040.0,1,4765,4,Ravager Launcher,AK47,Sniper M21,1,0.285,0.0,13,6187,1,0,5,26,19.230769230769234
katherineguti,2024-04-30,Squad,6,2219,1004.0,4,4771,4,Ravager Launcher,AK47,Sniper M21,1,0.284,0.33299999999999996,64,6089,0,0,2,25,8.0
katherineguti,2024-04-30,Squad,7,1787,822.0,0,3341,4,Ravager Launcher,AK47,Sniper M21,0,0.44,0.5710000000000001,1,5275,0,0,9,25,36.0
soniacuro,2024-04-29,Squad,4,1055,1160.0,0,4928,6,Clown,AK47,Sniper M21,1,0.133,0.0,71,6153,0,1,1,26,3.8461538461538463
soniacuro,2024-04-29,Squad,0,0,368.0,0,1301,0,Clown,AK47,Sniper M21,0,0.0,0.0,0,2215,0,0,16,25,64.0
soniacuro,2024-04-29,Squad,1,707,1166.0,0,5041,4,Clown,AK47,Sniper M21,1,0.14,0.0,58,5821,0,0,2,26,7.6923076923076925
soniacuro,2024-04-29,Squad,2,1015,984.0,1,5139,2,Clown,AK47,Sniper M21,1,0.064,0.0,57,5245,0,1,1,25,4.0
soniacuro,2024-04-29,Squad,1,234,787.0,0,3464,3,Clown,AK47,Sniper M21,1,0.075,0.0,-11,4071,0,0,11,26,42.30769230769231
soniacuro,2024-04-29,Squad,3,889,1074.0,1,4458,5,Clown,AK47,Sniper M21,1,0.21899999999999997,0.0,50,5602,0,0,2,27,7.4074074074074066
soniacuro,2024-04-30,Squad,1,616,1141.0,4,5410,4,Clown,AK47,Sniper M21,1,0.196,0.0,34,5653,0,0,4,26,15.384615384615385
soniacuro,2024-04-30,Squad,2,625,1040.0,2,4491,6,Clown,AK47,Sniper M21,1,0.365,0.0,12,5313,1,0,5,26,19.230769230769234
soniacuro,2024-04-30,Squad,1,197,1004.0,2,5163,4,Clown,AK47,Sniper M21,1,0.20600000000000002,0.0,58,5140,0,0,2,25,8.0
soniacuro,2024-04-30,Squad,2,454,822.0,0,3629,0,Clown,AK47,Sniper M21,0,0.18600000000000003,0.0,-2,4397,0,0,9,25,36.0
katherineguti,2024-04-30,Duo,12,2409,1024.0,0,3429,5,Ravager Launcher,AK47,Sniper M21,1,0.379,0.33299999999999996,58,6848,0,1,1,50,2.0
dayiszc,2024-04-30,Duo,3,1330,1024.0,1,3534,1,Rewind,AK47,Bazzoca FHJ,1,0.302,0.33299999999999996,57,6020,0,1,1,50,2.0
gazadz,2024-04-20,Squad,4,1407,889.0,2,4250,4,Trap master,AK117,Sniper XPR 50,1,0.231,0.505,19,6000,0,0,6,26,23.076923076923077
gazadz,2024-04-20,Squad,2,1189,655.0,0,3227,1,Trap master,AK117,Sniper XPR 50,0,0.968,0.0,-30,4458,0,0,13,25,52.0
gazadz,2024-04-20,Squad,0,335,569.0,0,4141,4,Trap master,AK117,Sniper XPR 50,0,0.153,0.0,-29,3803,0,0,12,25,48.0
gazadz,2024-04-20,Squad,0,0,414.0,0,3242,1,Trap master,AK117,Sniper XPR 50,0,0.0,0.0,-19,2997,1,0,18,26,69.23076923076923
gazadz,2024-04-20,Squad,5,1605,440.0,0,3387,4,Trap master,AK117,Sniper XPR 50,0,0.503,0.0,-15,3422,0,0,18,27,66.66666666666666
gazadz,2024-04-20,Squad,3,971,505.0,0,3192,4,Trap master,AK117,Sniper XPR 50,0,0.48200000000000004,0.0,-10,3637,0,0,14,25,56.00000000000001
gazadz,2024-04-22,Squad,0,517,972.0,0,5828,7,Trap master,AK117,Sniper XPR 50,0,0.165,0.0,30,5785,0,0,5,27,18.51851851851852
gazadz,2024-04-22,Squad,6,1709,820.0,2,3957,9,Trap master,AK117,Sniper XPR 50,1,0.384,0.33299999999999996,-3,4792,0,0,11,27,40.74074074074074
gazadz,2024-04-22,Squad,7,2543,1137.0,1,6803,6,Trap master,AK117,Sniper XPR 50,1,0.27899999999999997,0.0,84,7510,0,1,1,25,4.0
gazadz,2024-04-22,Squad,2,771,140.0,0,1336,0,Trap master,AK117,Sniper XPR 50,0,0.512,0.0,-50,1625,1,0,26,27,96.29629629629629
gazadz,2024-04-22,Squad,2,903,199.0,1,1276,1,Trap master,AK117,Sniper XPR 50,0,0.354,0.0,-49,1996,1,0,24,25,96.0
gazadz,2024-04-22,Squad,0,320,586.0,0,3645,0,Trap master,AK117,Sniper XPR 50,0,0.27,0.0,0,2994,0,0,4,26,15.384615384615385
gazadz,2024-04-23,Squad,2,989,754.0,1,4057,3,Trap master,AK117,Sniper XPR 50,0,0.389,0.0,2,4895,0,0,9,25,36.0
gazadz,2024-04-23,Squad,5,1665,796.0,0,4584,0,Trap master,AK117,Sniper XPR 50,1,0.311,0.2,19,5621,0,0,6,26,23.076923076923077
gazadz,2024-04-23,Squad,2,764,570.0,0,3213,2,Trap master,AK117,Sniper XPR 50,0,0.475,0.0,-10,4016,0,0,12,26,46.15384615384615
gazadz,2024-04-24,Squad,5,2025,826.0,2,3857,17,Trap master,AK117,Sniper XPR 50,1,0.25,0.0,23,5777,0,0,7,25,28.000000000000004
gazadz,2024-04-24,Squad,1,250,191.0,0,1820,2,Trap master,AK117,Sniper XPR 50,0,0.26899999999999996,0.0,-51,1780,1,0,22,25,88.0
gazadz,2024-04-24,Squad,1,687,535.0,0,2509,2,Trap master,AK117,Sniper XPR 50,1,0.41600000000000004,0.0,0,3730,0,0,3,25,12.0
gazadz,2024-04-24,Squad,5,1372,770.0,0,4423,4,Trap master,AK117,Sniper XPR 50,1,0.253,0.0,13,5275,0,0,8,26,30.76923076923077
gazadz,2024-04-26,Squad,4,1616,1000.0,1,5140,4,Trap master,AK117,Sniper XPR 50,1,0.255,0.5,28,6325,1,0,6,25,24.0
gazadz,2024-04-26,Squad,0,103,183.0,0,1819,0,Trap master,AK117,Sniper XPR 50,0,0.125,0.0,0,1312,0,0,13,25,52.0
gazadz,2024-04-26,Squad,6,1650,919.0,1,5776,18,Trap master,AK117,Sniper XPR 50,1,0.19399999999999998,0.0,35,6120,1,0,5,25,20.0
gazadz,2024-04-26,Squad,7,1869,1073.0,1,5490,9,Trap master,AK117,Sniper XPR 50,1,0.29100000000000004,0.28600000000000003,23,6990,1,0,5,26,19.230769230769234
gazadz,2024-04-26,Squad,5,1282,1163.0,1,6257,8,Trap master,AK117,Sniper XPR 50,1,0.40399999999999997,0.2,44,7315,1,0,2,26,7.6923076923076925
gazadz,2024-04-26,Squad,0,0,111.0,0,1854,0,Trap master,AK117,Sniper XPR 50,0,0.0,0.0,-53,1331,1,0,26,26,100.0
gazadz,2024-04-27,Squad,0,162,560.0,0,3091,0,Trap master,AK117,Sniper XPR 50,0,0.073,0.0,-30,3756,0,0,13,26,50.0
gazadz,2024-04-27,Squad,1,349,180.0,0,1791,1,Trap master,AK117,Sniper XPR 50,0,0.583,0.0,-22,1794,1,0,22,26,84.61538461538461
gazadz,2024-04-27,Squad,3,870,387.0,1,3023,3,Trap master,AK117,Sniper XPR 50,0,0.299,0.33299999999999996,-14,3168,1,0,17,27,62.96296296296296
gazadz,2024-04-27,Squad,5,1672,482.0,2,2524,6,Trap master,AK117,Sniper XPR 50,0,0.39299999999999996,0.2,-9,3870,0,0,15,26,57.692307692307686
gazadz,2024-04-27,Squad,9,2914,1170.0,3,5469,8,Trap master,AK117,Sniper XPR 50,1,0.396,0.0,84,8190,1,1,1,25,4.0
gazadz,2024-04-28,Squad,3,974,692.0,1,3141,3,Trap master,AK117,Sniper XPR 50,0,0.32899999999999996,0.0,-26,4572,0,0,13,25,52.0
gazadz,2024-04-28,Squad,1,651,312.0,0,3022,0,Trap master,AK117,Sniper XPR 50,0,0.46799999999999997,0.0,-51,2472,1,0,20,26,76.92307692307693
gazadz,2024-04-28,Squad,0,0,178.0,0,2084,0,Trap master,AK117,Sniper XPR 50,0,0.0,0.0,-22,1615,1,0,25,25,100.0
gazadz,2024-04-28,Squad,3,958,448.0,0,2862,1,Trap master,AK117,Sniper XPR 50,0,0.9229999999999999,0.0,-19,3486,0,0,19,26,73.07692307692307
gazadz,2024-04-29,Squad,1,442,1143.0,1,2215,2,Trap master,AK117,Sniper XPR 50,0,0.489,0.0,4,7087,1,0,2,27,7.4074074074074066
gazadz,2024-04-29,Squad,5,1269,1171.0,0,4287,12,Trap master,AK117,Sniper XPR 50,1,0.237,0.4,40,7779,1,1,1,26,3.8461538461538463
gazadz,2024-04-29,Squad,2,658,515.0,2,3237,4,Trap master,AK117,Sniper XPR 50,0,0.305,0.0,-10,3730,0,0,16,25,64.0
gazadz,2024-04-30,Squad,6,1852,61.0,6,5497,5,Trap master,AK117,Sniper XPR 50,1,0.228,0.0,30,6344,0,0,5,25,20.0
gazadz,2024-04-30,Squad,7,2226,771.0,1,4415,11,Trap master,AK117,Sniper XPR 50,1,0.35700000000000004,0.0,6,5699,1,0,9,25,36.0
gazadz,2024-04-30,Squad,2,643,499.0,2,2817,0,Trap master,AK117,Sniper XPR 50,0,0.519,0.0,-9,3507,0,0,14,26,53.84615384615385
gazadz,2024-04-30,Squad,6,2424,959.0,0,4788,10,Trap master,AK117,Sniper XPR 50,1,0.253,0.33299999999999996,83,6520,0,1,1,26,3.8461538461538463
gazadz,2024-05-01,Squad,0,105,145.0,0,1671,1,Trap master,AK117,Sniper XPR 50,0,0.313,0.0,-52,1508,1,0,25,25,100.0
gazadz,2024-05-01,Squad,9,2541,1133.0,0,6503,8,Trap master,AK117,Sniper XPR 50,1,0.268,0.111,59,7690,0,1,1,28,3.571428571428571
gazadz,2024-05-01,Squad,5,1363,970.0,2,4636,7,Trap master,AK117,Sniper XPR 50,1,0.40399999999999997,0.0,37,6275,0,0,3,25,12.0
gazadz,2024-05-01,Squad,2,589,1063.0,0,4298,6,Trap master,AK117,Sniper XPR 50,0,0.446,0.0,27,6697,0,0,4,26,15.384615384615385
gazadz,2024-05-01,Squad,6,2324,1160.0,0,5731,7,Trap master,AK117,Sniper XPR 50,1,0.32,0.0,49,7696,0,0,2,26,7.6923076923076925
hksya,2024-04-11,Squad,2,539,842.0,0,4945,2,Ghost,AK47,Bazzoca FHJ,0,0.23199999999999998,0.5,0,4481,0,0,8,27,29.629629629629626
hksya,2024-04-12,Squad,3,899,871.0,1,2953,1,Ghost,AK47,Bazzoca FHJ,1,0.45799999999999996,0.0,4,4464,0,0,6,26,23.076923076923077
hksya,2024-04-13,Squad,5,1258,643.0,0,3207,1,Ghost,AK47,Bazzoca FHJ,1,0.244,0.0,-18,3622,0,0,11,27,40.74074074074074
hksya,2024-04-14,Squad,3,565,1073.0,0,3948,0,Ghost,AK47,Bazzoca FHJ,0,0.095,0.33299999999999996,19,5272,0,0,3,26,11.538461538461538
hksya,2024-04-15,Squad,2,534,1076.0,1,5457,3,Ghost,AK47,Bazzoca FHJ,0,0.133,0.0,46,5364,0,1,1,26,3.8461538461538463
hksya,2024-04-16,Squad,3,1231,1065.0,0,4738,0,Ghost,AK47,Bazzoca FHJ,1,0.201,0.33299999999999996,28,5300,0,0,2,25,8.0
hksya,2024-04-16,Squad,1,449,738.0,0,4131,0,Ghost,AK47,Bazzoca FHJ,0,0.221,0.0,-17,3772,0,0,10,25,40.0
hksya,2024-04-16,Squad,0,0,542.0,0,2788,0,Ghost,AK47,Bazzoca FHJ,0,0.0,0.0,-35,2818,0,0,15,25,60.0
hksya,2024-04-17,Squad,2,474,430.0,0,2246,0,Ghost,AK47,Bazzoca FHJ,0,0.284,0.0,0,2530,0,0,14,27,51.85185185185185
hksya,2024-04-17,Squad,3,691,1080.0,0,4593,5,Ghost,AK47,Bazzoca FHJ,0,0.157,0.33299999999999996,30,5360,0,0,2,27,7.4074074074074066
hksya,2024-04-17,Squad,3,862,1092.0,2,3748,0,Ghost,AK47,Bazzoca FHJ,1,0.374,0.0,26,5408,0,0,2,25,8.0
hksya,2024-04-17,Squad,1,360,636.0,0,3682,2,Ghost,AK47,Bazzoca FHJ,0,0.209,0.0,-22,3274,0,0,11,26,42.30769230769231
hksya,2024-04-20,Squad,1,349,272.0,0,1154,0,Ghost,AK47,Bazzoca FHJ,0,0.36,1.0,0,1908,1,0,20,25,80.0
hksya,2024-04-20,Squad,1,866,1173.0,0,4982,0,Ghost,AK47,Bazzoca FHJ,0,0.084,0.0,88,5955,1,1,1,26,3.8461538461538463
hksya,2024-04-20,Squad,0,0,138.0,0,1294,0,Ghost,AK47,Bazzoca FHJ,0,0.0,0.0,0,1188,1,0,25,26,96.15384615384616
hksya,2024-04-20,Squad,2,490,1024.0,0,5424,0,Ghost,AK47,Bazzoca FHJ,0,0.127,0.5,92,5308,0,0,2,25,8.0
hksya,2024-04-20,Squad,0,0,549.0,0,2658,0,Ghost,AK47,Bazzoca FHJ,0,0.0,0.0,0,2988,0,0,16,25,64.0
hksya,2024-04-21,Squad,1,415,711.0,0,4129,0,Ghost,AK47,Bazzoca FHJ,0,0.113,0.0,15,3847,0,0,10,25,40.0
hksya,2024-04-21,Squad,3,1125,1048.0,0,5658,0,Ghost,AK47,Bazzoca FHJ,1,0.235,0.33299999999999996,85,5172,0,0,3,25,12.0
hksya,2024-04-21,Squad,2,566,563.0,0,3083,3,Ghost,AK47,Bazzoca FHJ,0,0.6629999999999999,0.0,11,3215,0,0,13,25,52.0
hksya,2024-04-21,Squad,3,785,716.0,0,3973,1,Ghost,AK47,Bazzoca FHJ,0,0.182,0.33299999999999996,37,3844,1,0,8,27,29.629629629629626
hksya,2024-04-21,Squad,2,625,1069.0,1,3104,0,Ghost,AK47,Bazzoca FHJ,0,0.37200000000000005,0.0,56,5236,1,0,2,26,7.6923076923076925
hksya,2024-04-21,Squad,2,652,1067.0,1,6340,0,Ghost,AK47,Bazzoca FHJ,0,0.121,0.0,65,5426,0,0,3,25,12.0
hksya,2024-04-21,Squad,1,300,1082.0,0,3835,0,Ghost,AK47,Bazzoca FHJ,0,0.22699999999999998,0.0,67,5468,0,0,2,26,7.6923076923076925
hksya,2024-04-24,Squad,3,954,1021.0,1,4594,1,Ghost,AK47,Bazzoca FHJ,1,0.298,0.0,50,5064,0,0,4,25,16.0
hksya,2024-04-24,Squad,2,660,957.0,0,3042,0,Ghost,AK47,Bazzoca FHJ,0,0.125,0.0,39,4728,1,0,5,25,20.0
hksya,2024-04-25,Squad,0,367,462.0,0,2659,3,Ghost,AK47,Bazzoca FHJ,0,0.133,0.0,-19,2498,1,0,18,26,69.23076923076923
hksya,2024-04-26,Squad,2,596,748.0,0,3897,0,Ghost,AK47,Bazzoca FHJ,1,0.209,0.0,-1,7612,0,0,11,27,40.74074074074074
hksya,2024-04-26,Squad,2,2094,1183.0,0,5540,1,Ghost,AK47,Bazzoca FHJ,1,0.17300000000000001,0.0,80,11993,1,0,2,25,8.0
hksya,2024-04-26,Squad,2,1150,1006.0,0,4787,0,Ghost,AK47,Bazzoca FHJ,1,0.228,0.0,76,10422,1,1,1,27,3.7037037037037033
hksya,2024-04-26,Squad,2,806,797.0,1,4424,0,Ghost,AK47,Bazzoca FHJ,0,0.257,0.0,31,8380,0,0,7,26,26.923076923076923
hksya,2024-04-27,Squad,3,650,627.0,0,3255,0,Ghost,AK47,Bazzoca FHJ,0,0.284,0.33299999999999996,-2,6965,0,0,11,25,44.0
hksya,2024-04-28,Squad,3,853,1033.0,0,6102,1,Ghost,AK47,Bazzoca FHJ,1,0.188,0.0,75,10344,1,0,2,27,7.4074074074074066
